Store ID,Product ID,mean_sales,std_sales,mean_price,mean_inventory,mean_discount,promo_rate,revenue,turnover,cv_sales,cluster,segment
S004,P0007,130.38166894664843,105.83721355506863,54.06019151846785,262.12722298221615,10.328317373461012,0.49794801641586867,5152422.793433652,0.4973984291417686,0.8117491853734187,0,C
S004,P0008,134.5704514363885,106.93720550026958,56.100793433652534,273.2872777017784,10.314637482900137,0.46785225718194257,5518691.150861833,0.4924138897648831,0.7946559170964722,0,C
S004,P0009,134.59644322845418,112.50827641246958,55.32694938440493,270.7318741450068,10.485636114911081,0.5143638850889193,5443618.549931601,0.4971577271923398,0.8358933840584943,1,B
S004,P0010,137.79480164158687,111.13236104560265,54.69833105335158,280.3871409028728,9.924760601915185,0.5047879616963065,5509653.490341998,0.49144479735366875,0.8065061941499437,1,B
S004,P0011,139.7387140902873,106.62313027727609,56.35678522571819,271.7250341997264,9.377564979480164,0.49247606019151846,5756789.254021888,0.5142651449169566,0.763017829177856,2,A
S004,P0012,131.77428180574555,103.96000124190255,56.86109439124487,268.75376196990425,9.685362517099863,0.49794801641586867,5477258.639425444,0.49031604558711994,0.7889248176298521,0,C
S004,P0013,131.3939808481532,104.83602678309296,54.298139534883724,265.2065663474692,10.082079343365253,0.5075239398084815,5215282.004186047,0.4954401493815315,0.7978754133665208,0,C
S004,P0014,142.13953488372093,110.99633319527744,55.50711354309165,282.3515731874145,9.924760601915185,0.4993160054719562,5767411.125581395,0.5034132917310646,0.7808969776500213,2,A
S004,P0015,137.70725034199725,108.20158350684117,53.92797537619699,277.69083447332423,10.041039671682627,0.49247606019151846,5428605.713269494,0.49590131630803175,0.7857362864926976,1,B
S004,P0016,143.33378932968537,107.6979957802064,55.0512585499316,280.2722298221614,10.006839945280438,0.4993160054719562,5768105.717086184,0.5114091732193149,0.7513789754939622,2,A
S004,P0017,135.59917920656633,107.62738587880963,54.87198358413132,271.98632010943913,10.170998632010944,0.5047879616963065,5439075.628809849,0.49855146814738804,0.7937170896503319,1,B
S004,P0018,128.62243502051984,103.71676257214219,54.595964432284546,267.5595075239398,10.294117647058824,0.4993160054719562,5133276.36381669,0.48072459173969506,0.8063660321435812,0,C
S004,P0019,136.52257181942545,110.57376127090852,54.860109439124486,272.4897400820793,9.952120383036936,0.493844049247606,5474929.201805745,0.5010191274662383,0.8099302540034282,1,B
S004,P0020,135.83994528043775,106.71924678831598,54.33715458276334,275.1080711354309,9.69904240766074,0.4883720930232558,5395625.112913817,0.49376939295091093,0.7856249247450527,1,B
S005,P0001,131.0547195622435,106.90544927111807,53.20894664842681,268.33242134062925,10.294117647058824,0.47606019151846785,5097470.2978659365,0.4884043415531912,0.8157313954675558,0,C
S005,P0002,134.3187414500684,105.80630230369552,54.5744049247606,264.98358413132695,10.164158686730506,0.506155950752394,5358497.096347469,0.5068945757164318,0.7877255337672139,0,C
S005,P0003,144.55129958960327,111.92577546777223,54.74887824897401,283.99452804377563,9.596443228454172,0.478796169630643,5785149.7179343365,0.5089932562620424,0.7742979536368166,2,A
S005,P0004,135.20656634746922,111.78194164252096,55.665622435020516,269.69630642954854,9.911080711354309,0.5554035567715458,5501767.458987688,0.5013289508389637,0.8267493559096162,1,B
S005,P0005,141.86456908344732,105.77498469281909,53.966114911080716,276.77701778385773,9.822161422708618,0.5430916552667578,5596448.014623803,0.5125590636800379,0.7456053712086512,2,A
S005,P0006,135.25444596443228,107.17878210236412,55.39536251709987,273.3611491108071,9.972640218878249,0.5006839945280438,5476994.887428181,0.49478298728400066,0.7924233568673138,1,B
S005,P0007,138.43775649794802,111.87697449345477,54.504678522571815,278.19151846785223,10.369357045143639,0.5047879616963065,5515764.457127223,0.4976347131659438,0.8081391762160857,1,B
S005,P0008,133.8700410396717,111.20045243513685,55.26083447332421,274.70861833105334,10.170998632010944,0.5034199726402189,5407770.000725034,0.48731649503017754,0.8306597321665359,1,B
S005,P0009,136.19425444596442,107.78041105896416,55.371614227086184,272.25581395348837,9.705882352941176,0.47606019151846785,5512687.169220246,0.5002436953255719,0.7913726720514958,1,B
S005,P0010,137.55266757865937,109.45874760751558,55.52404924760602,281.49931600547194,9.644322845417237,0.5170998632010944,5582998.675896033,0.48864299043620246,0.7957588139460959,1,B
S005,P0011,136.5581395348837,107.5099376041918,57.01518467852257,279.13679890560877,9.336525307797537,0.4897400820793434,5691483.795348837,0.489215825610515,0.7872832624285163,1,B
S005,P0012,134.65389876880985,108.37954260526632,56.713556771545825,278.64432284541726,9.849521203830369,0.47058823529411764,5582428.820136799,0.4832465179759339,0.8048748947948805,1,B
S005,P0013,139.32147742818057,107.31240690187924,55.07261285909713,283.80711354309165,9.870041039671683,0.5075239398084815,5608815.184021887,0.4909019921624579,0.770250279302401,2,A
S005,P0014,137.35841313269495,111.1665792869202,56.296443228454166,273.1846785225718,10.177838577291382,0.5006839945280438,5652669.568125854,0.502804234393935,0.8093175856620288,1,B
S005,P0015,149.24623803009575,115.67931391279532,56.107701778385774,277.90697674418607,10.013679890560876,0.4637482900136799,6121294.15632011,0.5370366724095496,0.7750903167788282,2,A
S005,P0016,139.29001367989056,111.57666150807475,54.21588235294117,278.40492476060194,9.849521203830369,0.5006839945280438,5520315.357058823,0.5003144746798746,0.8010384848155355,1,B
S005,P0017,137.28864569083447,108.61727514508995,55.03718194254446,282.60191518467855,10.383036935704514,0.5047879616963065,5523421.505389877,0.48580224801773625,0.7911599287656266,1,B
S005,P0018,134.15047879616964,109.7959966790991,55.0003830369357,270.77428180574555,10.622435020519836,0.5102599179206566,5393557.562134063,0.4954328671893946,0.8184540052661674,1,B
S005,P0019,135.05335157318743,108.6579963160057,55.97362517099863,277.92612859097125,9.794801641586867,0.49794801641586867,5525940.171381669,0.4859325471048021,0.8045560887626125,1,B
S005,P0020,138.6730506155951,111.1407158114971,55.280013679890565,283.9015047879617,9.90424076607387,0.47332421340629277,5603734.986730507,0.4884547925139256,0.8014586490895174,1,B
